App/Platform Name,Publisher Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
Words With Friends Classic - iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",86046550,General Market
Words With Friends Word Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",120910457,General Market
Words of Wonders: Crossword,,Mobile App,white,Video/Streaming,"Streaming, OTT",16441700260,General Market
Words of Wonders: Guru,,Mobile App,white,Video/Streaming,"Streaming, OTT",5641161559,General Market
Words of Wonders: Search,,Mobile App,white,Video/Streaming,"Streaming, OTT",444951921,General Market
Words to Win,,Mobile App,white,Video/Streaming,"Streaming, OTT",11152491,General Market
Words with Friends 2 - Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",1003754110,General Market
Words with Friends 2 - iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",828696530,General Market
Words with Friends 2 Classic,,Mobile App,white,Video/Streaming,"Streaming, OTT",285931850,General Market
Words with Friends Word Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",144590749,General Market
Wordscapes,,Mobile App,white,Video/Streaming,"Streaming, OTT",7523456240,General Market
Wordscapes GP,,Mobile App,white,Video/Streaming,"Streaming, OTT",482057052,General Market
Wordscapes In Bloom,,Mobile App,white,Video/Streaming,"Streaming, OTT",399109468,General Market
Wordscapes Search,,Mobile App,white,Video/Streaming,"Streaming, OTT",671357855,General Market
Wordscapes Search GP,,Mobile App,white,Video/Streaming,"Streaming, OTT",13755681,General Market
Wordscapes Search iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",14296018,General Market
Wordscapes Solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",81204259,General Market
Wordscapes Uncrossed,,Mobile App,white,Video/Streaming,"Streaming, OTT",67347673,General Market
Wordz,,Mobile App,white,Video/Streaming,"Streaming, OTT",127852365,General Market
Wordzee - MAX,,Mobile App,white,SVOD,"Streaming, OTT",32883741,General Market
World Football League,,Mobile App,white,Video/Streaming,"Streaming, OTT",47393723,General Market
World History Quiz,,Mobile App,white,Video/Streaming,"Streaming, OTT",46702964,General Market
World Of Steel Armored Tank,,Mobile App,white,Video/Streaming,"Streaming, OTT",613551771,General Market
Wort Guru,,Mobile App,white,Video/Streaming,"Streaming, OTT",55390611,General Market
Wrestling Rumble: PRO Fighting,,Mobile App,white,Video/Streaming,"Streaming, OTT",55330029,General Market
X-plore File Manager,,Mobile App,white,Video/Streaming,"Streaming, OTT",13863243,General Market
X2 Blocks,,Mobile App,white,Video/Streaming,"Streaming, OTT",19158805,General Market
X2 Blocks – Merge Numbers 2048,,Mobile App,white,Video/Streaming,"Streaming, OTT",9492807,General Market
XITE,,Mobile App,white,Video/Streaming,"Streaming, OTT",102734069,General Market
XUMO,,Mobile App,white,Video/Streaming,"Streaming, OTT",3333125657,General Market
XUMO - Free Movies & TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",36092923,General Market
XUMO: FREE MOVIES & TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",58135685,General Market
XUMO: Free Streaming TV Shows and Movies,,Mobile App,white,Video/Streaming,"Streaming, OTT",38358062,General Market
XUMO: Stream TV Shows & Movies,,Mobile App,white,Video/Streaming,"Streaming, OTT",1257231714,General Market
Xfinity Stream,,Mobile App,white,Video/Streaming,"Streaming, OTT",49324495,General Market
XfinityStream,,Mobile App,white,Video/Streaming,"Streaming, OTT",3435756974,General Market
Xumo,,Mobile App,white,Video/Streaming,"Streaming, OTT",121669525,General Market
Xumo Charter Streambox,,Mobile App,white,Video/Streaming,"Streaming, OTT",23488018,General Market
Xumo Play,,Mobile App,white,Video/Streaming,"Streaming, OTT",867048424,General Market
Xumo Play Samsung TV Plus,,Mobile App,white,Video/Streaming,"Streaming, OTT",42085169,General Market
XumoPlay,,Mobile App,white,Video/Streaming,"Streaming, OTT",18452917689,General Market
YOGA,,Mobile App,white,Video/Streaming,"Streaming, OTT",797271160,General Market
Yahoo奇摩 - 每日的新聞及生活資訊入口,,Mobile App,white,Video/Streaming,"Streaming, OTT",11591688,General Market
Yatzy,,Mobile App,white,Video/Streaming,"Streaming, OTT",21861941,General Market
Yatzy Blitz,,Mobile App,white,Video/Streaming,"Streaming, OTT",44205480,General Market
Yatzy Blitz: Classic Dice Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",103288548,General Market
Yatzy Match - dice board game,,Mobile App,white,Video/Streaming,"Streaming, OTT",12815191,General Market
Yazy,,Mobile App,white,Video/Streaming,"Streaming, OTT",9128378,General Market
Yazy the best yatzy dice game,,Mobile App,white,Video/Streaming,"Streaming, OTT",10557387,General Market
Yazy the yatzy dice game,,Mobile App,white,Video/Streaming,"Streaming, OTT",123827559,General Market
Yazy yatzy dice game,,Mobile App,white,Video/Streaming,"Streaming, OTT",11670521,General Market
Yoga Master - Flex Running,,Mobile App,white,Video/Streaming,"Streaming, OTT",28635595,General Market
YogaCure,,Mobile App,white,Video/Streaming,"Streaming, OTT",1221834026,General Market
Young Radio Pro,,Mobile App,white,Video/Streaming,"Streaming, OTT",18252958,General Market
YoungTunes,,Mobile App,white,Video/Streaming,"Streaming, OTT",12480873,General Market
Yukon Russian – Classic Solita,,Mobile App,white,Video/Streaming,"Streaming, OTT",195086081,General Market
Yukon Russian – Solitaire Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",10189537,General Market
Zattoo - TV Streaming,,Mobile App,white,Video/Streaming,"Streaming, OTT",14798590,General Market
Zattoo - TV Streaming App,,Mobile App,white,Video/Streaming,"Streaming, OTT",50652924,General Market
Zattoo | TV Streaming App,,Mobile App,white,Video/Streaming,"Streaming, OTT",11768796,General Market
Zeam,,Mobile App,white,Video/Streaming,"Streaming, OTT",11417407,General Market
Zen Blossom,,Mobile App,white,Video/Streaming,"Streaming, OTT",198215118,General Market
Zen Blossom: Flower Tile Match,,Mobile App,white,Video/Streaming,"Streaming, OTT",217401546,General Market
Zen Color,,Mobile App,white,Video/Streaming,"Streaming, OTT",49353874,General Market
Zen Color - Color By Number,,Mobile App,white,Video/Streaming,"Streaming, OTT",3728449188,General Market
Zen Life: Tile Match Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",27545056,General Market
Zen Word - Relax Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",672230722,General Market
Zen Word® - Relax Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",1456376400,General Market
ZenWord Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",10719032,General Market
Zepheere TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",2043547717,General Market
Zoosk - Social Dating App,,Mobile App,white,Video/Streaming,"Streaming, OTT",422412909,General Market
Zueira’s Voice: Text to Speech,,Mobile App,white,Video/Streaming,"Streaming, OTT",12411549,General Market
Zynga Poker - Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",24261547,General Market
Zynga Poker – Texas Holdem Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",27051661,General Market
Zynga Poker ™ - Texas Hold'em,,Mobile App,white,Video/Streaming,"Streaming, OTT",56000008,General Market
Zynga Poker- Texas Holdem Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",302086817,General Market
[Deus Craft] Grand Hotel Mania,,Mobile App,white,Video/Streaming,"Streaming, OTT",10975585,General Market
accdigitalnetwork,,Mobile App,white,Video/Streaming,"Streaming, OTT",24765519,General Market
aliennationbydust,,Mobile App,white,Video/Streaming,"Streaming, OTT",82144810,General Market
amazing-classics,,Mobile App,white,Video/Streaming,"Streaming, OTT",9194217,General Market
amc,,Mobile App,white,Video/Streaming,"Streaming, OTT",31816744,General Market
amc ,,Mobile App,white,Video/Streaming,"Streaming, OTT",33595619,General Market
amc+,,Mobile App,white,Video/Streaming,"Streaming, OTT",989852942,General Market
aol,,Mobile App,white,Video/Streaming,"Streaming, OTT",28831381,General Market
app1008194,,Mobile App,white,Video/Streaming,"Streaming, OTT",46339407,General Market
beetles.puzzle.solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",27430585,General Market
bestofminecraft,,Mobile App,white,Video/Streaming,"Streaming, OTT",10280033,General Market
big12studios,,Mobile App,white,Video/Streaming,"Streaming, OTT",24715869,General Market
bolha.com,,Mobile App,white,Video/Streaming,"Streaming, OTT",109142870,General Market
bouncetv,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",26377588,African American
butaca_roku,,Mobile App,white,AVOD/FAST,"Streaming, OTT",14064773,General Market
chsxhw_N8,,Mobile App,white,Video/Streaming,"Streaming, OTT",16920832,General Market
com.adfone.aditup,,Mobile App,white,Video/Streaming,"Streaming, OTT",126125612,General Market
com.appynation.puzzlepage,,Mobile App,white,Video/Streaming,"Streaming, OTT",11037666,General Market
com.aws.android,,Mobile App,white,Video/Streaming,"Streaming, OTT",189658337,General Market
com.azurgames.stackball,,Mobile App,white,Video/Streaming,"Streaming, OTT",27042280,General Market
com.battle.disc,,Mobile App,white,Video/Streaming,"Streaming, OTT",434081103,General Market
com.callapp.contacts,,Mobile App,white,Video/Streaming,"Streaming, OTT",21185306,General Market
com.creative.cross.stitch.relaxing.game,,Mobile App,white,Video/Streaming,"Streaming, OTT",9177314,General Market
com.cw.fullepisodes.android,,Mobile App,white,Video/Streaming,"Streaming, OTT",883503985,General Market
com.dailymail.online,,Mobile App,white,Video/Streaming,"Streaming, OTT",23555657,General Market
com.decision.wheel.tinydecision.tinydecisions_flutter,,Mobile App,white,Video/Streaming,"Streaming, OTT",9180535,General Market
com.dencreak.spbook,,Mobile App,white,Video/Streaming,"Streaming, OTT",252912630,General Market
com.easybrain.block.puzzle.games,,Mobile App,white,Video/Streaming,"Streaming, OTT",23447283,General Market
com.easybrain.nonogram,,Mobile App,white,Video/Streaming,"Streaming, OTT",11238803,General Market
com.flyingwhalegames.carout,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",15736463,General Market
com.fugo.wow,,Mobile App,white,Video/Streaming,"Streaming, OTT",141475980,General Market
com.fugo.wowguru,,Mobile App,white,Video/Streaming,"Streaming, OTT",14027397,General Market
com.fugo.wowsearch,,Mobile App,white,Video/Streaming,"Streaming, OTT",42588166,General Market
com.fz.youyinying.goo,,Mobile App,white,Video/Streaming,"Streaming, OTT",103246791,General Market
com.gimica.solitaireverse,,Mobile App,white,Video/Streaming,"Streaming, OTT",20387777,General Market
com.goolny.Split2048,,Mobile App,white,Video/Streaming,"Streaming, OTT",16241755,General Market
com.gramgames.tenten,,Mobile App,white,Video/Streaming,"Streaming, OTT",36404942,General Market
com.hitappsgames.picturebuilder,,Mobile App,white,Video/Streaming,"Streaming, OTT",25951589,General Market
com.hz.juecejiushi.gan2,,Mobile App,white,Video/Streaming,"Streaming, OTT",167789008,General Market
com.ig.bus.out,,Mobile App,white,Video/Streaming,"Streaming, OTT",21918708,General Market
com.imo.android.imoim,,Mobile App,white,Video/Streaming,"Streaming, OTT",24563075,General Market
com.inspiredsquare.jupiter,,Mobile App,white,Video/Streaming,"Streaming, OTT",28792792,General Market
com.kwalee.jetpackjump,,Mobile App,white,Video/Streaming,"Streaming, OTT",27869021,General Market
com.master.hotelmaster,,Mobile App,white,Video/Streaming,"Streaming, OTT",39456342,General Market
com.master.triple3d.find_a_1620,,Mobile App,white,Video/Streaming,"Streaming, OTT",59262446,General Market
com.metropcs.metrozone,,Mobile App,white,Video/Streaming,"Streaming, OTT",53887703,General Market
com.miniclip.chess,,Mobile App,white,Video/Streaming,"Streaming, OTT",16442774,General Market
com.mobilityware.freecell,,Mobile App,white,Video/Streaming,"Streaming, OTT",14280702,General Market
com.mobilityware.solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",78841329,General Market
com.naver.linewebtoon,,Mobile App,white,Video/Streaming,"Streaming, OTT",216434559,General Market
com.onebutton.mrsuper2,,Mobile App,white,Video/Streaming,"Streaming, OTT",9796097,General Market
com.pbgames.parkingorder,,Mobile App,white,Video/Streaming,"Streaming, OTT",10786391,General Market
com.peoplefun.bricksnballs,,Mobile App,white,Video/Streaming,"Sports Fans, Streaming, OTT",21474102,General Market
com.peoplefun.wordcross,,Mobile App,white,Video/Streaming,"Streaming, OTT",46869893,General Market
com.peoplefun.wordsearch,,Mobile App,white,Video/Streaming,"Streaming, OTT",35788962,General Market
com.pieyel.scrabble,,Mobile App,white,Video/Streaming,"Streaming, OTT",17558658,General Market
com.pixel.art.coloring.color.number - Happy Color - Color by Num,,Mobile App,white,Video/Streaming,"Streaming, OTT",11029623,General Market
com.radio.pocketfm,,Mobile App,white,Video/Streaming,"Streaming, OTT",365061857,General Market
com.sega.vtc,,Mobile App,white,Video/Streaming,"Streaming, OTT",8175052334,General Market
com.sling,,Mobile App,white,Video/Streaming,"Streaming, OTT",56357544,General Market
com.smamolot.gusher,,Mobile App,white,Video/Streaming,"Streaming, OTT",66190081,General Market
com.solitaire.card,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",25303258,General Market
com.spsoftwareproductions.therealjuggle,,Mobile App,white,Video/Streaming,"Streaming, OTT",39899573,General Market
com.swordjelly.ninja,,Mobile App,white,Video/Streaming,"Streaming, OTT",47485014,General Market
com.taggedapp,,Mobile App,white,Video/Streaming,"Streaming, OTT",87265806,General Market
com.tesseractmobile.solitairefreepack,,Mobile App,white,Video/Streaming,"Streaming, OTT",39250849,General Market
com.tile.match.puzzle.master,,Mobile App,white,Video/Streaming,"Streaming, OTT",23992740,General Market
com.tile.town.puzzle.master.match,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",24869174,African American
com.triple.match3d.family,,Mobile App,white,Video/Streaming,"Family, Parents, Streaming, OTT",9423251,General Market
com.tripledot.triple.tile.match.pair.game.three.master.object,,Mobile App,white,Video/Streaming,"Streaming, OTT",13188132,General Market
com.tripledot.woodoku,,Mobile App,white,Video/Streaming,"Streaming, OTT",11083102,General Market
com.truecaller,,Mobile App,white,Video/Streaming,"Streaming, OTT",95298740,General Market
com.tumblr,,Mobile App,white,Video/Streaming,"Streaming, OTT",248431907,General Market
com.veraxen.jigsaw,,Mobile App,white,Video/Streaming,"Streaming, OTT",70599175,General Market
com.wordgame.words.connect,,Mobile App,white,Video/Streaming,"Streaming, OTT",90697087,General Market
com.workoutdev.manfit.fitpro,,Mobile App,white,Video/Streaming,"Streaming, OTT",113258415,General Market
com.yg.two.player.battle,,Mobile App,white,Video/Streaming,"Streaming, OTT",22287155,General Market
com.zynga.words3,,Mobile App,white,Video/Streaming,"Streaming, OTT",15532194,General Market
courttv,,Mobile App,white,Video/Streaming,"Streaming, OTT",774482011,General Market
detikcom - Berita Terkini,,Mobile App,white,Video/Streaming,"Streaming, OTT",77687999,General Market
discovery ,,Mobile App,white,Video/Streaming,"Streaming, OTT",22729349,General Market
dishstb,,Mobile App,white,Video/Streaming,"Streaming, OTT",25861846,General Market
dポイントクラブ,,Mobile App,white,Video/Streaming,"Streaming, OTT",10054489,General Market
eSound,,Mobile App,white,Video/Streaming,"Streaming, OTT",22758825,General Market
easy.sudoku.puzzle.solver.free,,Mobile App,white,Video/Streaming,"Streaming, OTT",34229854,General Market
encoreTVB,,Mobile App,white,Video/Streaming,"Asian American, AAPI, Multicultural, Streaming, OTT",12839062,Asian American/AAPI
